id_random,id_run,self1,self2,self3,self4,self5,self6,self7,self8,self9,self10,self11,self12,third1,third2,third3,third4,third5,third6,third7,third8,third9,third10,third11,third12,Agency1,Allocentrism1,Coalition1,Ethos1,Exchange1,Intentionality1,Logos1,Might1,Network1,Pathos1,SA1,Team1,Agency3,Allocentrism3,Coalition3,Ethos3,Exchange3,Intentionality3,Logos3,Might3,Network3,Pathos3,SA3,Team3
173,168,3.2,2.333333,2.833333,3.25,2.833333,2.833333,3.4,2.666667,1.666667,3.5,2.666667,2.8,3.16,3.133333,Often,3.35,2.9,3.275862,3.541667,2.933333,2.433333,3.4,Often,3.08,64,5,57,85,56,27,55,64,1,90,24,54,40,47,55,89,63,53,83,72,1,96,31,73
174,78,3.6,2.833333,2.833333,Often,2.333333,3.5,Often,2.666667,Often,Often,Often,Often,3.777778,3.518518,3.166667,2.944444,3.45283,3.574074,3.444444,2.777778,3.518518,3.351852,3.425926,3.244444,88,28,57,69,19,83,29,64,47,66,50,68,99,93,78,50,99,93,73,52,88,94,95,87
175,106,3.6,3.5,2.666667,2.75,Often,3.166667,3.8,2.166667,3.333333,3.666667,Often,2.8,3.62,3.533333,3.116667,3.025,Often,3.55,3.62,2.566667,3.366667,3.233333,3.433333,3.244898,88,84,41,54,70,58,86,31,66,94,50,54,95,93,72,60,78,90,91,30,69,86,95,88
176,65,2.5,2.666667,2.6,2.333333,2.166667,2.5,2.6,2.5,2.666667,2.666667,2.833333,Often,3.043478,Often,3.175,3.104167,3.148936,2.914894,3.189189,2.9,3.041667,3.086957,3.043478,3.05,20,18,39,37,10,10,9,53,31,38,37,68,27,28,82,67,91,7,34,67,28,68,39,67
177,173,2.6,2.833333,3.333333,Occasionally,2.833333,2.666667,2.2,1.666667,3.5,2.666667,2.833333,Often,2.86,2.983333,3.220339,2.65,2.933333,2.933333,2.98,2.616667,3.603448,3.066667,3.033333,3.06,21,28,86,11,56,17,1,8,78,38,37,68,13,27,86,16,71,8,13,36,95,66,36,69
178,105,Occasionally,2.5,2.166667,Often,2.333333,2.333333,3.2,Occasionally,1.833333,Often,Often,Occasionally,2.377778,3.226415,2.509434,2.222222,2.607843,2.811321,Often,2.075472,2.962264,2.867924,3.018868,2.659091,1,9,13,69,19,5,42,23,2,66,50,9,0,62,3,2,23,4,14,2,19,35,35,24
179,153,3.2,3.5,2.5,2.25,2.333333,2.833333,2.8,2.5,3.166667,2.833333,3.666667,2.8,2.837209,Often,2.961539,2.944444,2.703704,3.056604,2.818182,2.981132,Often,2.962264,2.925926,2.822222,64,84,30,21,19,27,18,53,55,52,94,54,11,28,51,50,32,20,4,77,22,50,21,39
180,203,3.6,Often,2.166667,Occasionally,2.666667,3.5,2.8,2.333333,3.333333,2.833333,Often,Often,3.475,3.5,3.166667,2.633333,3.255319,3.458333,3.25,2.765957,3.488889,3.170213,3.166667,3.45,88,40,13,11,41,83,18,43,66,52,50,68,85,91,78,14,97,76,40,51,86,79,61,97
181,56,3.2,3.333333,2.5,Often,2.666667,3.166667,3.8,2.333333,2.333333,2.833333,3.166667,2.2,3.367347,3.333333,2.833333,3.05,2.966667,3.35,3.58,2.533333,3.05,3.05,3.116667,2.9,64,73,30,69,41,58,86,43,16,52,69,15,72,76,29,64,76,60,87,27,30,62,51,50
182,10,2.4,Occasionally,1.833333,2.5,Occasionally,Occasionally,2.2,2.166667,1.5,2.5,2.166667,Often,2.977778,2.907408,2.759259,3.361111,2.574074,2.666667,Often,2.5,2.944444,2.944444,2.87037,Often,11,1,3,38,5,0,1,31,0,24,2,68,22,18,20,91,18,1,14,24,17,46,14,61
183,85,2.8,3.166667,1.833333,2.75,2.5,2.833333,3.8,2.833333,2.333333,3.333333,Often,2.4,2.885714,2.690476,2.595238,2.821429,2.380952,3.214286,3.514286,3.142857,2.523809,3.047619,2.878049,2.171429,29,56,3,54,32,27,86,73,16,86,50,26,14,5,7,35,3,42,79,90,2,62,17,1
184,112,Often,2.333333,2.75,3.166667,2.6,3.2,3.5,Occasionally,Often,2.833333,2.5,2.833333,2.688889,2.777778,2.888889,2.777778,2.866667,2.977778,2.685185,2.87037,2.87037,2.555556,2.796296,2.814815,42,5,55,83,40,70,74,23,47,52,14,67,3,9,36,27,57,13,1,64,14,3,6,38
185,31,3.4,2.166667,1.666667,1.5,2.166667,2.333333,3.8,2.166667,3.166667,2.333333,3.166667,2.8,3.175,2.979167,2.770833,2.8125,2.833333,3.0625,3.4,2.446809,2.958333,2.895833,3.0625,2.825,79,2,1,1,10,5,86,31,55,19,69,54,43,26,23,31,50,20,62,20,18,39,43,40
186,14,Often,Often,2.833333,2.5,2.833333,2.666667,2.8,1.833333,Always,Occasionally,Often,Often,3.2,2.759259,2.740741,3.138889,2.415094,2.981482,3.311111,3.148148,3.018518,2.888889,2.87037,2.711111,42,40,57,38,56,17,18,16,93,6,50,68,46,7,18,72,4,14,51,91,25,37,14,28
187,166,Often,3.6,2.8,Occasionally,2.4,3.2,2.25,2.6,3.4,2.8,Often,2.75,2.885714,Often,2.619048,2.178571,2.583333,2.940476,2.957143,2.321429,3.226191,2.535714,2.952381,2.6,42,93,56,11,31,70,4,63,77,50,50,53,14,28,10,0,20,9,11,7,50,2,26,19
188,91,2.2,2.833333,Occasionally,1.75,Occasionally,2.833333,2.6,1.5,3.166667,2.166667,2.333333,Occasionally,2.822222,3.018518,2.481482,2.171429,2.574074,2.907408,2.977778,1.925926,2.981482,2.518518,2.796296,2.4,3,28,7,3,5,27,9,3,55,12,6,9,10,30,2,0,18,6,13,0,20,1,6,6
189,37,2.6,2.5,3.166667,2.5,2.4,3.25,2.666667,Often,Often,2.8,2.5,Often,3.388889,3.415385,3.046154,2.873016,3.277778,3.512195,3.375,3.34375,3.461539,3.314815,3.265625,3.246154,21,9,77,38,31,71,16,82,47,50,14,68,74,85,63,41,98,86,61,97,83,93,79,88
190,11,3.2,3.166667,3.333333,3.25,2.666667,3.333333,Always,1.666667,Always,3.166667,3.166667,2.4,3.422222,3.259259,2.907408,2.888889,2.907408,3.388889,3.644444,2.555556,3.12963,2.907408,3.314815,2.933333,64,56,86,85,41,72,96,8,93,77,69,26,80,67,38,43,65,66,93,29,41,41,86,53
191,162,2.8,3.333333,2.5,2.25,2.666667,3.333333,2.2,3.666667,3.166667,2.333333,3.166667,2.8,3.28,3.25,3.016667,Often,2.866667,3.533333,3.18,3.05,3.516667,2.833333,3.15,3.06,29,73,30,21,41,72,1,95,55,19,69,54,56,66,57,57,57,89,34,82,87,30,60,69
192,82,2.8,Often,2.666667,2.75,2.833333,2.666667,2.8,2.166667,Often,2.666667,Often,2.8,2.975,2.791667,2.8125,3.09375,2.729167,3.270833,3.4,2.833333,3.145833,2.729167,2.875,2.325,29,40,41,54,56,17,18,31,47,38,50,54,20,9,28,67,35,52,62,58,42,19,15,3
193,151,3.6,3.333333,2.666667,3.25,Occasionally,3.333333,Often,Often,Always,2.666667,Often,3.8,3.25,2.833333,2.694444,2.93617,2.458333,3.055556,3.05,2.861111,3.125,2.694444,2.777778,2.716667,88,73,41,85,5,72,29,82,93,38,50,96,51,11,14,48,9,19,18,62,40,14,5,30
194,211,2.6,2.833333,Often,2.75,2.833333,3.166667,3.2,2.5,2.666667,Often,Often,2.8,3.266667,3.288889,3.133333,3.266667,2.977778,3.333333,3.613333,Often,3.366667,3.133333,3.266667,2.933333,21,28,67,54,56,58,42,53,31,66,50,54,53,72,75,84,77,58,90,77,69,75,79,53
195,38,Often,3.5,Often,3.25,2.666667,3.333333,2.6,2.666667,2.833333,2.666667,2.666667,2.4,3.333333,3.12963,3.1,3.114286,2.653846,3.058824,3.022727,2.86,3.235294,3.018868,3.134615,2.688889,42,84,67,85,41,72,9,64,39,38,24,26,66,46,69,68,27,20,16,62,52,58,57,26
196,139,Often,2.666667,2.833333,3.5,2.5,Often,3.4,Occasionally,2.666667,2.833333,2.833333,2.8,3.3,3.416667,3.333333,3.5,2.833333,3.5,3.3,3.083333,3.083333,3.333333,3.25,3.4,42,18,57,95,32,43,55,23,31,52,37,54,60,86,94,97,50,84,48,86,34,94,76,95
197,13,2.6,2.666667,2.666667,2.5,2.5,2.833333,2.6,Occasionally,2.166667,Often,2.833333,2.4,2.948718,3.106383,2.978723,2.774194,2.787234,3.255319,3.333333,2.638298,2.957447,2.893617,3.042553,2.871795,21,18,41,38,32,27,9,23,10,66,37,26,19,42,53,26,45,49,55,39,17,38,38,47
198,75,Often,3.666667,Often,Occasionally,2.833333,3.333333,3.4,1.833333,2.666667,2.666667,Often,2.6,3.4,3.5,3.0625,2.581395,3.033333,3.246154,3.163636,2.354839,3.375,2.90625,3.166667,3.12963,42,93,67,11,56,72,55,16,31,38,50,41,75,91,64,12,83,46,32,10,71,41,61,77
199,35,3.4,Often,3.333333,Often,3.166667,3.166667,3.8,2.166667,3.5,3.833333,3.166667,3.6,3.32,3.166667,2.933333,3.025,2.916667,3.35,3.32,3.033333,3.474576,2.916667,3.066667,2.86,79,40,86,69,78,58,86,31,78,98,69,93,65,52,44,60,67,60,53,78,84,42,45,46
200,169,3.6,3.333333,2.5,2.5,Occasionally,3.333333,3.6,2.333333,Occasionally,2.666667,3.333333,2.4,3.62,2.9,2.833333,3.25,2.5,3.483333,3.8,3.1,2.8,Often,3.216667,2.44,88,73,30,38,5,72,75,43,6,38,80,26,95,18,29,81,12,83,99,88,10,52,72,9
201,34,Often,Often,Often,2.75,Often,Often,3.4,Often,Often,2.666667,Often,2.4,3.2,3.083333,2.972222,3.166667,3.028571,3.555556,3.366667,2.970588,3.470588,3.055556,3.2,Often,42,40,67,54,70,43,55,82,47,38,50,26,46,40,53,74,81,91,60,75,84,63,71,61
202,59,2.8,Occasionally,Occasionally,3.25,2.333333,3.166667,3.2,2.5,1.666667,2.5,2.333333,1.8,3.2,2.759259,2.740741,2.971429,2.433962,3.259259,3.311111,2.944444,2.518518,2.611111,2.962963,2.422222,29,1,7,85,19,58,42,53,1,24,6,2,46,7,18,56,6,50,51,73,2,6,28,7
203,57,Often,3.2,3.333333,3.666667,2.8,2.833333,3.166667,2.5,3.333333,3.666667,3.8,2.5,2.813559,3.040816,3.5,2.95,2.6,2.966667,2.933333,2.45,3.1,3.15,3.54,3.282051,42,71,86,98,55,27,41,53,66,94,98,40,9,33,98,52,22,12,10,20,36,77,97,91
204,195,3.2,3.166667,3.166667,1.75,Often,3.833333,3.6,2.166667,2.666667,2.333333,2.666667,Often,3.444444,3.333333,3.018518,2.914286,2.87037,3.62963,3.4,2.481482,2.981482,2.740741,3.185185,2.644444,64,56,77,3,70,96,75,31,31,19,24,68,83,76,59,46,58,96,62,23,20,20,65,23
205,101,2.2,3.166667,2.5,2.25,3.166667,2.5,2.6,1.666667,3.5,3.166667,Often,2.8,3.05,3.104167,2.958333,2.8125,3.125,3.1875,Often,2.958333,3.12766,3.125,3.104167,2.925,3,56,30,21,78,10,9,8,78,77,50,54,27,41,49,31,88,37,14,73,40,73,50,52
206,60,Often,3.166667,2.666667,2.25,2.333333,3.166667,3.4,Occasionally,3.666667,2.666667,2.666667,2.8,3.088889,3.148148,2.916667,2.774648,2.703704,3.175926,3.449438,2.777778,3.222222,2.842592,3.018518,2.922222,42,56,41,21,19,58,55,23,88,38,24,54,31,48,40,26,32,35,74,52,49,32,34,52
207,201,3.2,Often,3.166667,Occasionally,2.833333,3.166667,Often,1.833333,3.833333,2.5,Often,Often,2.775,3.0625,2.979167,2.5,2.958333,2.979167,2.85,2.395833,3.25,2.708333,2.958333,2.875,64,40,77,11,56,58,29,16,90,24,50,68,7,35,54,7,74,13,6,13,54,16,26,48
208,39,2.8,2.666667,2.333333,2.25,2.333333,2.666667,Often,1.5,2.333333,2.833333,2.833333,2.6,2.8,3.041667,2.767442,2.75,2.545455,3.3125,3.210526,2.488889,3.181818,2.729167,3.0625,2.552632,29,18,20,21,19,17,29,3,16,52,37,41,8,34,22,23,14,56,37,24,46,19,43,15
209,143,Often,Often,2.833333,2.5,3.166667,2.333333,Often,1.5,3.5,2.5,2.666667,2.2,3.35,3.541667,2.708333,2.5625,2.833333,3.166667,3.4,2.270833,3.229167,2.958333,Often,2.975,42,40,57,38,78,5,29,3,78,24,24,15,69,94,15,11,50,33,62,6,51,48,31,59
210,205,3.2,3.333333,Often,2.75,2.666667,3.166667,3.8,1.833333,3.166667,Often,3.333333,2.4,3.307692,3.208333,2.875,2.9375,2.895833,3.458333,3.625,2.666667,3.270833,3.229167,3.291667,Often,64,73,67,54,41,58,86,16,55,66,80,26,61,60,35,49,62,76,91,41,57,86,83,61
211,150,Often,2.5,2.333333,2.75,2.166667,3.333333,Often,2.666667,Often,2.166667,2.333333,2.6,3.333333,3.173913,2.636364,3.133333,2.73913,3.130435,3.111111,2.73913,3.285714,2.695652,3.173913,2.789474,42,9,20,54,10,72,29,64,47,12,6,41,66,54,12,71,37,30,23,49,60,15,63,35
212,118,2.6,2.833333,2.5,Occasionally,Often,2.833333,3.4,1.666667,1.833333,2.5,2.666667,2.2,3.425,3.340425,3.06383,2.375,3.0625,3.375,3.6,2.6875,3.104167,2.957447,3.125,2.625,21,28,30,11,70,27,55,8,2,24,24,15,80,79,65,4,84,65,88,45,38,48,53,20
213,69,2.8,Often,2.5,1.25,1.833333,3.666667,2.4,1.333333,2.833333,2.5,2.666667,2.4,3.1,3.25,2.805556,2.416667,2.722222,3.25,3.1,2.611111,3.2,2.861111,3.083333,3.133333,29,40,30,0,2,92,5,0,39,24,24,26,33,66,27,5,33,46,22,35,48,33,46,77
214,77,1.8,2.666667,Occasionally,1.5,Occasionally,Occasionally,2.4,1.333333,2.333333,1.5,2.666667,2.4,3.142857,3.214286,2.642857,2.214286,2.904762,3.095238,3.257143,2.285714,3.071429,2.785714,3.095238,2.5,0,18,7,1,5,0,5,0,16,0,24,26,38,60,13,1,64,25,42,6,33,24,49,13
215,1,2.4,2.833333,Often,Often,1.833333,3.166667,3.4,3.833333,1.833333,1.833333,Occasionally,2.2,3.25,3.131579,3.116883,2.411765,2.666667,3.233766,3.28125,2.805195,2.973684,2.636364,2.896104,2.96875,11,28,67,69,2,58,55,98,2,2,0,15,51,47,73,5,28,44,46,54,20,9,19,58
216,185,3.5,2.166667,2.666667,2.333333,3.2,3.166667,2.833333,2.833333,Often,2.833333,3.4,2.166667,3.09375,2.708333,3.145833,2.957447,3.15,3.229167,3.3125,3.042553,2.925,3.145833,3.325,2.9375,88,2,41,37,88,58,28,73,47,52,88,15,32,6,76,53,92,43,52,80,16,76,88,54
217,55,3.8,2.666667,2.666667,2.5,Often,3.333333,3.4,3.333333,3.333333,3.166667,3.166667,3.2,3.236364,3.030303,2.846154,3.295455,2.590909,3.257576,3.309091,2.909091,3.276923,2.833333,2.848485,Often,96,18,41,38,70,72,55,91,66,77,69,82,50,33,31,86,21,49,50,68,58,30,11,61
218,218,2.8,Often,3.166667,2.5,2.5,3.5,3.6,2.833333,Often,2.833333,Often,2.6,2.875,3.083333,2.604167,3.125,2.434783,3.104167,3.4,2.510638,3.4375,2.875,3.145833,2.666667,29,40,77,38,32,83,75,73,47,52,50,41,13,40,8,70,6,26,62,26,79,36,58,24
